calBP,Australia_NewZealand._Melanesia,Eastern_Africa,Eastern_Asia,Eastern_Europe,Europe,Micronesia_and_Polynesia,Middle_and_Southern.Africa,Middle_North_America,Northern_Africa,Northern_North_America_and_Greenland,South_America,Western_Africa,Western_Asia
5250,3.531074156,0.24337208,34.36155625,23.78988669,207.6731936,NA,1.905526623,67.48021883,14.59588319,15.96641675,17.27033044,3.544288915,15.28731609
5220,3.339176523,0.140103636,35.65444836,23.88336557,200.3322382,NA,1.903292302,68.21307581,14.11765616,16.41722104,17.33895173,3.534475069,14.66022498
5190,3.260479296,0.083740275,34.62012494,23.54506021,191.0587864,NA,1.82112873,67.23215708,13.59471956,16.56959166,17.21370849,3.59266369,14.05938819
5160,3.26488512,0.079235703,33.71568424,23.35474645,187.9222594,NA,1.802043067,66.65512164,13.42315333,16.53702255,17.15997514,3.612139901,13.86812722
5130,3.268646524,0.079818703,33.77864658,23.41711831,188.4911282,NA,1.803902371,66.78260974,13.45354923,16.54080734,17.16337691,3.607612021,13.91220657
5100,3.35326081,0.079971838,34.28347247,24.04414771,188.9525358,NA,1.789224996,68.23412988,13.63321842,16.74525662,17.17045698,3.682563429,14.14482682
5070,3.42516162,0.079976643,34.73357058,24.57617648,189.2348685,NA,1.776575122,69.48473121,13.78008498,16.91913664,17.17362318,3.755720457,14.34221854
5040,3.588639199,0.079107578,35.31942265,25.73248767,189.2252503,NA,1.750890012,72.26244696,14.15706349,17.33237532,17.22097913,3.881728366,14.71271419
5010,3.838395169,0.079123714,35.88711926,27.59391136,190.7886253,NA,1.730241412,76.78935184,14.88798497,17.95384169,17.3546134,4.004355784,15.32185451
4980,4.059554276,0.080025912,36.62812797,29.26975425,192.8217035,NA,1.70499775,80.74765066,15.52849425,18.51177164,17.46343418,4.101467999,15.91943345
4950,4.33490447,0.081427997,37.39415459,31.46883304,196.2817987,NA,1.720356102,86.29158093,16.42934293,19.21948969,17.63950421,4.230036244,16.70021663
4920,4.811293945,0.103153281,38.78192981,35.37036814,209.5234394,NA,1.888870716,96.16059049,17.72208677,20.36300195,17.8825358,4.340541944,18.60553315
4890,5.363979505,0.179333303,38.92803692,36.68252322,216.5378981,NA,1.985199454,99.24726231,17.83035728,21.01434167,17.64144704,4.329309544,19.84695508
4860,5.969187535,0.262866884,38.0289285,36.47346434,220.2811102,NA,2.080304116,100.0841106,17.49878254,21.16968234,17.39424258,4.263403219,20.64469794
4830,6.450940277,0.344920377,37.22196565,35.63700535,222.0102505,NA,2.177061096,99.0507615,16.80022935,21.1860023,17.02258191,4.226425117,21.18797983
4800,6.883903444,0.430689535,37.00403645,35.31001946,223.9638658,NA,2.274441367,98.21634687,16.20997985,21.44611207,16.56077117,4.210727469,21.84635088
4770,7.337516038,0.517130894,36.21748556,34.35097128,224.6636475,NA,2.366005499,96.62229943,15.49452698,21.42005998,16.14259691,4.165003636,22.32068746
4740,7.682022987,0.599411503,35.20330923,32.23609486,220.355778,NA,2.351427394,91.63250287,14.24680854,21.10814417,15.58399016,4.095653028,22.25584266
4710,7.778973474,0.647027769,33.40276499,28.88160042,210.6751447,NA,2.286626542,84.41517022,13.08419454,20.29720871,15.21255383,3.972358376,21.24198449
4680,7.812864366,0.642849847,32.67369687,27.95544136,210.0306315,NA,2.302759674,83.57504712,12.77958933,19.95357273,15.29274049,3.965186442,21.01702202
4650,7.838723311,0.642096379,32.63737747,27.8922571,211.724375,NA,2.332285247,83.96211095,12.68870365,19.95906066,15.36994481,4.000757792,21.10160464
4620,7.915896947,0.638858613,31.94333747,26.9637114,214.5379763,NA,2.397831551,83.95898755,12.24610982,19.64767648,15.60187328,4.06510448,21.08064794
4590,7.976078513,0.670390552,31.89418609,26.66150879,222.9177592,NA,2.517009041,85.74016006,11.76704773,19.47218887,16.10182059,4.346998517,21.1201027
4560,7.987169441,0.735830688,33.04301145,27.65489536,236.3705864,NA,2.691838345,89.69394042,11.49904567,19.72002154,16.76291921,4.826954753,21.38456335
4530,8.05721238,0.776597555,33.4269133,27.88451586,247.2680417,NA,2.819703447,92.43662403,11.12157811,19.78960212,17.2884932,5.164006329,21.62013382
4500,8.014358276,0.837269089,34.83151058,29.23831055,260.425683,NA,3.012913439,96.56925046,10.91280225,20.14520222,18.03228892,5.674303605,21.82639971
4470,7.813984374,0.825804048,35.90960858,31.11194041,267.7023676,NA,3.221626598,99.09927815,10.69950427,20.67567658,19.14224365,6.200473114,NA
4440,7.570388932,0.793137134,36.68652068,32.93298279,271.0509153,NA,3.391372827,100.4794142,10.54057279,21.16733737,20.22256286,6.662588927,NA
4410,7.31760999,0.748524474,37.31113999,34.61225396,272.3974308,NA,3.541894301,101.2023706,10.40129483,21.62487777,21.25468282,7.057731869,NA
4380,7.112177713,0.655790488,36.88274319,35.29539715,267.0826049,NA,3.612228833,99.77754695,10.26067361,21.82709649,21.92640518,7.169097474,NA
4350,6.90882963,0.542280897,36.37673326,35.78635005,260.7591058,NA,3.690368778,97.70056591,10.06490308,22.05779669,22.65839564,7.200276893,NA
4320,6.695546335,0.434598702,36.15792535,36.36963206,255.9768547,NA,3.777584017,95.90895332,9.87286004,22.3416323,23.49292121,7.251652547,NA
4290,6.636549106,0.333335107,35.92312408,35.83105373,253.5045539,NA,3.75498632,93.54603682,9.710142947,22.58141597,24.1415448,7.043873276,NA
4260,6.671143978,0.305875633,36.27620775,35.25318422,255.9704789,NA,3.728189617,92.86216658,9.63765621,22.72883476,24.40773973,6.853329453,NA
4230,6.70872808,0.287542485,36.83952155,34.57418648,259.2426238,NA,3.692261542,92.49653425,9.597818173,22.89433118,24.74947909,6.682567211,NA
4200,6.755476089,0.290665708,37.83202282,33.56316939,263.732474,NA,3.632489399,92.80411976,9.620585485,23.10722928,25.31708046,6.577465736,NA
4170,6.803795214,0.292707137,38.79313848,32.61217377,268.2663423,NA,3.579569522,93.09254172,9.662002494,23.31453729,25.87620668,6.481929488,NA
4140,6.917533844,0.318168133,39.91777991,31.46664623,275.3791433,NA,3.566753177,94.37778871,9.867080032,23.53272462,26.6300159,6.595987125,NA
4110,7.013498438,0.347439543,40.79555501,30.50308262,280.4094921,NA,3.561232148,95.6186324,10.05251476,23.69499756,27.2718426,6.769032344,NA
4080,7.074909472,0.377663926,41.32802848,29.75595132,282.2761113,NA,3.553104037,96.59619339,10.15080159,23.78165766,27.72362729,6.97053609,NA
4050,7.223139917,0.407657859,41.91073382,29.12737245,288.9070689,NA,3.613138956,98.1532661,10.40059724,23.99014102,28.31117229,7.188866442,NA
4020,7.427720297,0.425759741,41.99350155,29.08975612,297.7378293,NA,3.743300438,99.57678407,10.60553316,24.26296135,28.65278235,7.354927851,NA
3990,7.640210967,0.43811656,41.7991417,29.32278179,306.6044218,NA,3.892288701,100.739044,10.75486417,24.53810848,28.83704544,7.501981782,NA
3960,7.866922032,0.460275536,41.0860088,30.31885948,316.8021889,NA,4.057567556,101.3922289,10.7907301,24.90565495,28.67573152,7.651415427,NA
3930,8.046734092,0.483395451,39.94597881,32.06489211,325.5153956,NA,4.183555764,101.0755677,10.66624682,25.27529879,28.10626981,7.770253923,NA
3900,8.306719244,0.488309425,38.71784575,33.98169226,333.9005165,NA,4.311462038,99.76731456,10.42495732,25.66134888,27.31554163,8.021915129,NA
3870,8.582970558,0.482456745,37.55478297,35.68528232,340.0453042,NA,4.406181511,97.8306746,10.0201557,26.03048738,26.36234525,8.324873596,NA
3840,8.74565923,0.481581319,36.51853901,37.32780923,341.9805461,NA,4.406184629,95.4406862,9.579537197,26.24662473,25.43494706,8.596522159,NA
3810,8.890249569,0.478698741,35.54079868,38.83879061,342.5840988,NA,4.386642929,92.87159353,9.120109921,26.42054194,24.50719807,8.879227372,NA
3780,9.009689767,0.465093667,34.87823441,39.44920487,339.5372623,NA,4.360798075,90.15669745,8.62052552,26.49809172,23.61744063,9.210334602,NA
3750,9.055785249,0.461462369,35.17104413,38.57553112,332.6926501,NA,4.359238052,87.90986513,8.255848531,26.30663831,22.87765294,9.497445367,NA
3720,9.081089394,0.457809872,35.70383453,37.25357441,325.5672625,NA,4.375590318,86.23830547,7.930938829,26.07682292,22.31273913,9.717791725,NA
3690,9.023896257,0.502672373,36.4857998,35.71276122,321.4685353,NA,4.402111828,86.03436944,8.057085622,25.92287886,22.00031642,9.818467458,NA
3660,8.965235127,0.550361341,37.34103639,34.02929951,317.3374685,NA,4.429965245,85.99517746,8.196969605,25.80789786,21.70714761,9.92540522,NA
3630,8.947300414,0.581209178,38.90776044,32.50543248,315.6810506,NA,4.491163795,87.60416237,8.602778295,25.92641636,21.78701717,10.09863705,NA
3600,8.941388435,0.605781314,40.75158364,31.15698374,315.1276154,NA,4.549440864,89.85239172,9.142674767,26.10358108,21.97032619,10.30072097,NA
3570,8.926418257,0.634502167,42.44465473,30.58255945,317.3639634,NA,4.582535049,92.37127087,9.866439353,26.34172349,22.16453845,10.44890225,NA
3540,9.016581576,0.645873895,44.90131555,30.57405855,323.705277,NA,4.617152212,96.65687303,11.74343812,26.75643741,23.22571133,10.77879913,NA
3510,9.123385839,0.698124418,47.85765327,30.51066474,332.7355256,NA,4.874680292,102.28639,14.35659472,27.34685781,24.91999532,11.20466123,NA
3480,9.248082906,0.738261406,50.63174538,30.66121154,342.0649671,NA,5.203891684,107.9560487,16.8802144,27.90882357,26.80717105,11.63226702,NA
3450,9.316195403,0.796992558,52.54814904,30.29571651,352.5496884,NA,5.638367978,113.6728781,18.80780495,28.2606367,28.731195,11.94405099,NA
3420,9.290212168,0.912341082,52.43107609,NA,359.4637374,NA,5.908096867,117.1048774,19.66070708,28.14496282,29.97915723,11.9252035,NA
3390,9.24093789,1.05790211,51.4165732,NA,360.4675639,NA,5.998742328,119.3130303,20.07148367,27.83980231,31.15996621,11.74361942,NA
3360,9.182486697,1.195566439,50.20316165,NA,362.6622638,NA,6.116544641,121.0731879,20.14366757,27.5696829,32.12390426,11.51280146,NA
3330,9.0662917,1.320663819,47.88069577,NA,361.7252598,NA,6.119819625,120.9212283,18.90723566,27.22044914,32.34235189,11.06160681,NA
3300,8.906754497,1.403687353,44.74356268,NA,353.9985413,NA,5.91090706,119.6209452,16.93313372,26.65059817,32.00607755,10.50868751,NA
3270,8.723223815,1.461109043,41.64800425,NA,343.5581826,NA,5.698407186,119.0891329,14.94639949,26.17459554,31.61587887,9.992629567,NA
3240,8.573888191,1.480980604,39.4725371,NA,330.7183469,NA,5.469586958,118.4429765,13.57666282,25.88879735,31.14279484,9.65353377,NA
3210,8.446295175,1.422709526,38.47596044,NA,320.7070576,NA,5.581415517,118.8396745,12.77413394,25.84727316,30.75357277,9.626348399,NA
3180,8.348514676,1.342081591,38.1106484,NA,315.3157092,NA,5.809888603,120.0468165,12.30790062,25.92497932,30.47056534,9.716531932,NA
3150,8.228157158,1.266969457,37.23979137,NA,306.0013289,NA,5.990656515,120.6352505,11.54930213,25.95843065,30.06451541,9.743226565,NA
3120,8.161113604,1.157913065,36.78833315,NA,301.3734373,NA,6.29384054,121.7720872,10.96647496,26.28704528,29.57095562,9.901783978,NA
3090,8.147556988,1.055929414,36.66812403,NA,300.8842853,NA,6.592290444,122.6506795,10.59983701,26.62884242,29.08188813,10.08278928,NA
3060,8.223614145,0.969838136,36.47589862,NA,303.2050148,NA,6.879459761,123.2618616,10.27818209,27.0775116,28.64612406,10.24109574,NA
3030,8.431532392,0.913396803,36.02842594,NA,307.662152,NA,7.126064029,124.5428253,9.983299963,27.68857058,28.53983107,10.37246461,NA
3000,8.81260305,0.87521199,35.22485291,NA,313.8863426,NA,7.367850198,127.3770622,9.703207997,28.45617511,28.91246635,10.50196522,NA
2970,9.226049765,0.833804041,34.38879432,NA,320.3066907,NA,7.624614086,130.5308446,9.429256565,29.26424111,29.35382352,10.64646429,NA
2940,9.724264181,0.797217999,33.61703612,NA,325.5086826,NA,7.903895089,134.9900575,9.214106532,30.15898492,30.18718429,10.79397637,NA
2910,10.31500112,0.797451966,33.06199153,NA,327.2709849,NA,8.320220014,142.2490674,9.070688003,31.34998767,31.68072129,11.05683077,NA
2880,10.89398969,0.793282272,32.48818125,NA,328.4157741,NA,8.716211366,148.9483672,8.904681343,32.45743979,33.13855472,11.2846016,NA
2850,11.41520367,0.819792458,32.41447717,NA,327.9907239,NA,9.234908363,158.682752,8.98359359,33.75677541,34.8038633,11.78393929,NA
2820,11.71907426,0.84105374,34.88968385,NA,325.5440086,NA,10.05148358,178.4878102,9.752964288,35.9909782,36.56729205,14.35317836,NA
2790,11.65330709,0.801933572,37.64949748,NA,310.7742928,NA,10.65329886,188.8313316,NA,37.35044057,36.81758417,17.21776302,NA
2760,11.52601705,0.762379782,37.29368956,NA,286.9889968,NA,11.12412907,188.7697447,NA,37.95415029,36.0794421,18.30089348,NA
2730,11.30890615,0.74364005,35.96439264,NA,263.7783731,NA,11.56025275,185.2523738,NA,38.24137312,34.75318877,19.0577471,NA
2700,10.94606352,0.684865888,35.9189365,NA,244.1492281,NA,11.76430282,181.8547194,NA,38.17347585,33.23537277,20.09066552,NA
2670,10.61329383,0.641376224,35.27499102,NA,223.6660487,NA,12.03231934,177.9585917,NA,38.16173475,31.67462568,20.97232041,NA
2640,10.21519057,0.542419214,34.84078917,NA,203.7012314,NA,11.9486531,168.3214688,NA,37.40179281,29.75571344,21.47928926,NA
2610,9.952199172,0.49019017,32.18189642,NA,186.8809183,NA,11.6127237,151.3087413,NA,35.91738308,27.96869413,19.55053415,NA
2580,9.941153312,0.493112751,NA,NA,181.922033,NA,11.56721937,145.7473024,NA,35.56159548,27.46604334,18.52184346,NA
2550,10.04524083,0.527252553,NA,NA,182.8652808,NA,11.78561337,145.4915346,NA,35.72748582,27.45861409,18.40245283,NA
2520,10.21423126,0.584859062,NA,NA,184.5179393,NA,12.14444984,145.2108751,NA,35.99985037,27.44307309,18.21107187,NA
2490,10.47279141,0.674743771,NA,NA,186.0545065,NA,12.67514099,143.7307917,NA,36.37879053,27.29092076,17.71446713,NA
2460,10.75870614,0.778151196,NA,NA,189.250523,NA,13.30618686,143.5038662,NA,36.9006779,27.24111993,17.37587862,NA
2430,11.21066114,0.960826206,NA,NA,200.3019565,NA,14.67950928,146.707259,NA,38.34346767,27.23440599,16.82073259,NA
2400,11.79936511,1.096158053,NA,NA,224.2345184,NA,17.17682917,155.7518888,NA,40.39929501,27.86728814,15.89974515,NA
2370,12.23921691,1.182148172,NA,NA,241.5637155,NA,19.02008507,162.5691047,NA,41.10438573,28.8399605,14.85718251,NA
2340,12.5134044,1.239161028,NA,NA,256.2644938,NA,20.42187613,169.8351785,NA,41.19203743,29.90787279,13.92074854,NA
2310,12.7771272,1.251540322,NA,NA,271.1000722,NA,21.83000142,176.2786705,NA,41.57708852,30.93018765,13.12442371,NA
2280,13.02251275,1.227268253,NA,NA,286.3057207,NA,23.24461264,182.5574728,NA,42.17147615,31.81114938,12.38534789,NA
2250,13.26238849,1.197494269,NA,NA,299.8541741,NA,24.51353219,188.114093,NA,42.49322143,32.68219361,11.60026406,NA
2220,13.2356276,1.094784383,NA,NA,295.9247366,NA,24.33818971,185.6874519,NA,40.80437965,33.22750815,10.64371938,NA
2190,13.18432689,1.156206399,NA,NA,288.7410862,NA,23.57042384,185.472047,NA,39.37184564,33.20327352,10.20948488,NA
2160,13.32879328,1.209379073,NA,NA,287.0169386,NA,23.16566962,189.0463365,NA,39.12341529,32.96520143,10.04430666,NA
2130,13.55506431,1.263192759,NA,NA,285.669502,NA,22.76098129,193.7416781,NA,38.91584437,32.67541072,9.853208853,NA
2100,13.82579169,1.324810098,NA,NA,282.4323959,NA,22.12580105,199.8625204,NA,38.32811571,32.42705513,9.547692759,NA
2070,14.32672889,1.368581324,NA,NA,278.367442,NA,21.48569615,206.8592863,NA,37.7534615,31.91768711,9.213097811,NA
2040,14.99056341,1.403161804,NA,NA,275.9572433,NA,21.25853931,216.3013599,NA,37.92011296,31.01784089,8.950347091,NA
2010,15.68063565,1.401562316,NA,NA,274.0152966,NA,21.39229542,224.6800347,NA,38.6542977,30.22683175,8.863007718,NA
1980,16.30330305,1.357520536,NA,NA,271.4462507,NA,22.24452695,231.7886255,NA,39.73253069,28.68677652,8.824377703,NA
1950,16.70347496,1.322290169,NA,NA,268.9985321,NA,23.4242675,239.1034887,NA,40.96895167,26.4864793,8.785810548,NA
1920,16.97868339,1.302735372,NA,NA,266.5469887,NA,24.83641919,246.4868724,NA,42.29212713,23.90382983,8.755983283,NA
1890,17.23944622,1.305040629,NA,NA,263.4342351,NA,26.59883713,257.2658081,NA,43.85564129,21.07987813,8.834282817,NA
1860,17.2667906,1.336041825,NA,NA,259.8462661,NA,28.34424861,267.9546642,NA,45.17038101,18.74589253,8.956024479,NA
1830,17.21149975,1.370010198,NA,NA,256.3183111,NA,30.03612617,278.2314128,NA,46.32124748,16.37723506,9.076272695,NA
1800,17.35310195,1.441121864,NA,NA,254.4787825,NA,31.98485495,292.1881876,NA,47.49523996,14.54826174,9.237483125,NA
1770,17.60983706,1.671744144,NA,NA,252.1669861,NA,33.46853608,307.5849186,NA,49.17242902,13.47953276,9.388009756,NA
1740,17.97016208,1.995888431,NA,NA,249.2262853,NA,34.37102171,321.053811,NA,50.9174493,13.10814744,9.489693952,NA
1710,18.33949868,2.25808897,NA,NA,247.0418204,NA,35.35290622,333.3519612,NA,52.22066141,12.9292281,9.615973898,NA
1680,18.59947867,2.569224793,NA,NA,244.7474231,NA,35.64079876,340.5024859,NA,53.6627896,13.08800372,9.540117082,NA
1650,18.90649023,2.90647491,NA,NA,243.2028673,NA,35.81935702,347.9079508,NA,55.42162136,13.2805428,9.471814871,NA
1620,19.29789375,3.193511637,NA,NA,242.8525785,NA,35.7830837,356.5428249,NA,57.45952902,13.30486533,9.54487348,NA
1590,19.7365012,3.354946309,NA,NA,244.7697849,NA,34.78093928,363.475691,NA,60.30574123,12.85795305,9.999371493,NA
1560,20.22658395,3.332286718,NA,NA,249.6830889,NA,34.14760199,370.7062529,NA,62.82201562,12.47489666,10.60675779,NA
1530,20.7582997,3.309269497,NA,NA,254.7956375,NA,33.45676052,378.2956119,NA,65.53887164,12.15405712,11.19572575,NA
1500,21.34166935,3.336239737,NA,NA,259.4566113,NA,32.82812206,385.368626,NA,68.16100457,11.88597499,11.78825566,NA
1470,22.25283724,3.375707993,NA,NA,271.3815026,NA,32.80281577,400.9703895,NA,71.24605568,11.79435746,12.4697114,NA
1440,23.3228978,3.476890169,NA,NA,288.3901699,NA,33.10426491,425.4660744,NA,75.14207297,11.87953849,13.1853993,NA
1410,24.64334861,3.694683008,NA,NA,307.9747388,NA,33.54893586,460.1639092,NA,79.6349642,12.27956136,14.02730014,NA
1380,26.01865035,3.867276392,NA,NA,328.4364604,NA,34.32477553,502.7920842,NA,83.55264472,13.1699125,14.89844651,NA
1350,27.57525343,3.941663089,NA,NA,344.2471433,NA,34.38876633,547.029946,NA,87.21942452,14.38669372,16.18368255,NA
1320,28.48094505,3.976973049,NA,NA,351.5908285,NA,33.91549545,577.0024659,NA,89.58590647,15.33142062,17.37964291,NA
1290,29.23459833,3.972228163,NA,NA,357.3309837,NA,33.31828821,604.5219807,NA,91.66441269,16.15125652,18.5548838,NA
1260,29.98025186,3.946666683,NA,NA,357.1858288,NA,32.40552846,625.7103051,NA,93.02264141,16.82078023,19.69834279,NA
1230,29.89034309,3.786948878,NA,NA,348.048216,NA,31.05865455,628.5072988,NA,91.90357527,16.99188082,20.49468398,NA
1200,29.48401869,3.54591068,NA,NA,334.4926858,0.125624475,29.61611372,618.5259062,NA,89.59993711,16.99886498,20.9028488,NA
1170,28.64240452,3.43712209,NA,NA,317.3488581,0.142933247,28.35560475,595.909217,NA,86.55019608,16.51238728,20.73046649,NA
1140,28.09335718,3.443766486,NA,NA,308.5382355,0.16285579,28.02689813,584.4936698,NA,84.4284375,16.29311048,20.4034008,NA
1110,28.33451154,3.51250624,NA,NA,303.5878489,0.213910608,28.05294426,588.9489605,NA,83.72697068,17.02441967,20.48678115,NA
1080,28.24943474,3.56312147,NA,NA,297.0113765,0.250038532,27.97693445,587.5572547,NA,82.4785971,17.42175297,20.340677,NA
1050,28.30789963,3.579939414,NA,NA,290.8467653,0.300263905,27.88215152,591.0727803,NA,81.73177383,18.2221078,20.60224895,NA
1020,29.2627425,3.678154865,NA,NA,290.4161969,0.371467893,28.21125889,621.383211,NA,82.66744203,20.47911099,21.40326987,NA
990,30.49715844,3.873133785,NA,NA,289.960538,0.444793955,28.69221925,655.2122841,NA,83.85816418,22.44340887,22.22096408,NA
960,32.06041225,4.026389781,NA,NA,286.5536571,0.544326706,29.65158243,679.6401808,NA,85.26818927,23.91615757,23.30823451,NA
930,33.26220808,4.100864181,NA,NA,284.9313527,0.608783841,30.32481778,700.2050121,NA,86.3312051,24.84134827,23.97110566,NA
900,34.1728422,4.18073958,NA,NA,284.3129976,0.642722724,30.90745847,718.1587697,NA,87.17516351,25.2975532,24.36635209,NA
870,35.64821899,4.252808411,NA,NA,283.4647852,0.746147375,31.82552356,738.5031516,NA,88.31189487,26.07295758,25.22146472,NA
840,37.57166408,4.441463764,NA,NA,282.7742343,0.936480869,33.47913828,760.8644396,NA,89.94989429,26.34077965,26.51913361,NA
810,39.67078706,4.69096558,NA,NA,280.1207716,1.253695972,35.16182668,773.265206,NA,91.89348604,25.93726406,27.69148718,NA
780,42.44933988,4.894654489,NA,NA,281.0193672,1.792750806,37.10645197,810.6955916,NA,95.82354478,26.79507441,29.03470372,NA
750,45.46958129,5.183367022,NA,NA,284.7381663,2.39851669,39.79458644,869.9948779,NA,101.4746616,28.0264316,30.02275804,NA
720,49.77557584,5.61983833,NA,NA,279.3786604,3.627823649,42.74486083,907.9854423,NA,108.9026898,29.58040915,30.8031935,NA
690,54.36389826,6.174560846,NA,NA,267.9759719,5.632089057,45.00144907,922.8629281,NA,115.805688,32.59008861,30.94851527,NA
660,58.08556055,6.613640617,NA,NA,258.2832082,7.121225813,46.76594249,938.0757566,NA,122.4546129,34.51929854,30.62691488,NA
630,61.45769418,7.052454837,NA,NA,247.866852,8.89359403,48.25164689,944.1990599,NA,128.3344087,37.01895124,29.65541657,NA
600,64.69860004,7.636032658,NA,NA,235.1775814,11.01010991,51.14534122,935.4662074,NA,132.1140012,38.95818506,28.22347919,NA
570,65.89780395,8.045438917,NA,NA,216.7619157,12.41643689,53.56878557,893.5322789,NA,131.6084253,38.21115075,26.38825562,NA
540,64.0251986,7.88240568,NA,NA,194.2184233,13.08276582,53.25859521,809.845478,NA,125.5427726,35.56211308,24.16440426,NA
510,60.33120865,7.371596468,NA,NA,179.6513614,12.79174402,53.14146649,746.9450154,NA,117.4747396,31.61169664,22.44937195,NA
480,56.05991684,6.717157731,NA,NA,167.702472,11.95806315,53.12402817,688.06167,NA,108.7986446,26.4043947,20.9882915,NA
450,52.13831758,6.158173771,NA,NA,152.7164033,11.6215861,52.91172671,621.9974217,NA,100.1230012,22.43292556,19.21350439,NA
420,48.15302681,5.464526419,NA,NA,140.6470291,10.51329948,52.31883988,566.5425602,NA,92.68000529,17.28668912,17.84849484,NA
390,43.16619219,4.605525297,NA,NA,129.0449266,9.485829922,49.94908968,503.9377637,NA,85.04564199,13.10608474,16.55354091,NA
360,39.50828107,3.981967998,NA,NA,118.8107639,9.086608148,48.52102956,449.9685734,NA,77.85004681,10.91213266,15.58372961,NA
330,35.64076612,3.678221877,NA,NA,104.2963594,8.747690532,45.70136393,398.0860065,NA,69.85917563,9.361324282,14.59684209,NA
300,32.49654923,3.559715668,NA,NA,90.28869308,8.418630742,42.76848353,355.4722076,NA,62.5934361,8.328783633,13.65632942,NA
